market_title,site,number,menu,work_hours,price_range,address,category,image,latitude,longitude,tags
명인밥상,,02-409-3355 ,"고등어밥상(1만5천5백원), 버섯불고기밥상(1만8천원), 보리굴비밥상(2만7천원), 간장게장밥상(3만원), 행복한코스(5만원)",11:30~15:00/17:00~21:00 ,1~2만원대,서울특별시 송파구 가락동 124-4,"한식(일반한식), 한정식, 일반한식",restaurant_pics/명인밥상.jpg,37.4933167175702,127.125036887944,핫플맛집
깡통만두,,02-794-4243 ,"칼만두(1만원), 손만둣국(1만2천원), 찐만두(1만원), 국시(9천5백원), 만두전골(중 3만8천원, 대 4만8천원)","11:30~15:30/17:00~21:00(마지막 주문 14:40, 20:15) │토요일 11:30~20:00(마지막 주문 19:15) ",1~2만원대,서울특별시 종로구 재동 84-22,"한식(면류), 비빔국수, 만둣국, 만두",restaurant_pics/깡통만두.jpg,37.57811,126.9861,
고기리막국수,,031-263-1107  ,"물막국수, 비빔막국수, 들기름막국수(각 1만원), 수육(소 1만5천원, 중 2만3천원) ",11:00~16:00/17:00~21:00(마지막 주문 20:20) ,1만원 미만,경기도 용인시 수지구 고기동 593-4,"한식(육류), 수육, 한식(면류), 막국수",restaurant_pics/고기리막국수.jpg,37.35999570353232,127.04009017799066,"핫플맛집, 한옥맛집"
오케이목장가든,,061-372-9433  ,"산닭참숯불구이, 오리참숯불구이(각 한마리 7만원, 반마리 4만5천원), 산닭백숙(7만원), 닭볶음탕(7만5천원), 녹용백숙(8만원)","11:30~15:00(마지막 주문 14:00)/16:30~21:00(마지막 주문 20:00) | 토, 일요일 11:30~15:00/16:00~21:00(마지막 주문 20:00)",2~5만원대,전라남도 화순군 화순읍 유천리 115,"한식(가금류), 닭구이",restaurant_pics/오케이목장가든.jpg,35.07085479161655,126.99935094414914,
외고집설렁탕,,02-567-5225 ,"설렁탕(1만3천원, 특 2만원), 육개장(1만7천원), 도가니탕(2만8천원), 수육(중 5만5천원, 대 7만5천원), 도가니수육(7만원)",11:00~21:00(마지막 주문 20:30) ,1~2만원대,서울특별시 강남구 삼성동 120-8 알앤텍빌딩,"한식(탕/국/찌개/전골), 설렁탕",restaurant_pics/외고집설렁탕.jpg,37.51101489356036,127.05390190668514,
게눈감추듯,,041-356-0036  ,간장게장(1인 3만5천원),10:00~20:00 ,2~5만원대,충청남도 당진시 송악읍 고대리 160-14 안섬민박,"한식(어패류), 게장",restaurant_pics/게눈감추듯.jpg,36.983407,126.742245,
썬더버드,https://www.instagram.com/sunthebud_official/,02-2138-1377 ,"샐러드(1만6천원~2만2천원), 누들파스타(1만8천원~2만2천원), 라이스볼(2만1천원~2만7천원), 샌드위치&스낵(1만7천원~2만8천원)",11:00~21:00(마지막 주문 20:30) ,2~5만원대,서울특별시 강남구 청담동 83-16 SG DINEHILL빌딩,"기타, 샐러드, 다이어트식",restaurant_pics/썬더버드.jpg,37.52615,127.041687,
독천식당,,061-472-4222  ,"갈낙탕, 낙지연포탕(각 1인 2만6천원), 낙지구이, 산낙지다짐(각 소 4만원, 중 6만원), 낙지볶음(각 소 5만원, 중 7만원)","11:00~16:00/17:00~19:40 | 토, 일요일 11:00~19:40",2~5만원대,전라남도 영암군 학산면 독천리 184-12,"한식(어패류), 낙지",restaurant_pics/독천식당.jpg,34.724744,126.567074,노포
언양기와집불고기,,052-262-4884  ,"언양불고기(180g 2만2천원), 등심(120g 2만6천원), 낙엽살(120g 2만8천원), 육회(200g 2만8천원), 물막국수(5천원), 안거미(120g 3만2천원), 새우살(120g 3만2천원), 꽃살(120g 3만2천원)",11:00~20:50(마지막 주문 20:00) ,2~5만원대,울산광역시 울주군 언양읍 서부리 13,"한식(육류), 소고기구이, 소불고기, 육회",restaurant_pics/언양기와집불고기.jpg,35.565334,129.122291,한옥맛집
고력당,https://www.instagram.com/justusta/,061-727-0013  ,"흑비고력뼈대갈비(250g 5만8천원), 참숯생불고기(120g 3만8천원), 고력당불고기전골(150g 5만원), 궁중수육전골, 궁중홍전골(각 5만4천원)","11:30~15:00/17:00~22:00(재료 소진 시 마감, 마지막 주문 21:00) ",5~10만원대,전라남도 순천시 왕지동 856-6,"한식(육류), 염소고기",restaurant_pics/고력당.jpg,34.970555,127.526148,
장수꽃게장,,041-355-3014  ,"꽃게장(1인 2만9천원), 꽃게무침(3만원), 꽃게탕(소 5만8천원, 중 6만8천원, 대 7만8천원), 꽃게찜, 낙지볶음(각 시가)",11:00~21:00 ,2~5만원대,충청남도 당진시 원당동 1239 장수꽃게장전문점,"한식(어패류), 게장, 꽃게",restaurant_pics/장수꽃게장.jpg,36.898329,126.642484,
흥업묵집,,033-762-4210  ,"메밀전, 메밀전병(각 6천원), 메밀묵(7천원), 접시묵(8천원), 메밀묵한모(9천원), 묵무침(1만원)","09:00~15:00/17:00~20:00ㅣ토, 일요일 09:00~20:00 ",1만원 미만,강원특별자치도 원주시 흥업면 흥업리 546-8,"한식(일반한식), 묵밥",restaurant_pics/흥업묵집.jpg,37.299005,127.918199,노포
고덕갈비,,041-337-8700  ,"한우갈비(250g 4만원), 비빔냉면(7천원), 소면, 물냉면(각 6천원)",11:00~20:00 ,2~5만원대,충청남도 예산군 덕산면 신평리 341-1,"한식(육류), 소갈비",restaurant_pics/고덕갈비.jpg,36.700602,126.665046,노포
호남각,,063-278-8150  ,"전통비빔밥, 돌솥비빔밥(각 1만2천원), 갈비탕(1만4천원, 특 1만7천원), 불낙버섯전골(2인 3만6천원), 소갈비찜(2만2천원), 비빔밥정식(1인 3만원)",11:00~21:00 ,2~5만원대,전라북도 전주시 덕진구 송천동2가 560-3,"한식(일반한식), 한정식, 비빔밥",restaurant_pics/호남각.jpg,35.86504217758519,127.11365735179528,
젠스시,,051-746-7456  ,스시오마카세(15만원),18:00~22:00(예약제로 운영됨) ,15~25만원대,부산광역시 해운대구 중동 209-1 젠스시,"일식, 스시",restaurant_pics/젠스시.jpg,35.170806,129.171487,
주천묵집,,033-372-3800  ,"도토리묵밥(7천원), 메밀묵밥, 채묵비빔밥(각 8천원), 메밀전병(8천원), 산초두부구이(1만8천원), 두부버섯전골(소 1만5천원, 중 2만원, 대 2만5천원), 감자전(9천원), 해물파전(1만8천원)",10:00~15:30/16:30~19:00(마지막 주문 18:30),1~2만원대,강원특별자치도 영월군 주천면 신일리 162,"한식(면류), 감자옹심이, 한식(일반한식), 두부, 묵",restaurant_pics/주천묵집.jpg,37.260506,128.261105,
청풍떡갈비,,043-644-1600  ,"숯불한우떡갈비(230g 2만6천원), 숯불마늘한우떡갈비(230g 2만9천원), 도토리묵무침(1만7천원) ","09:30~20:00 | 토, 일요일 10:00~20:00",2~5만원대,충청북도 제천시 금성면 성내리 192,"한식(육류), 소떡갈비",restaurant_pics/청풍떡갈비.jpg,37.022667,128.175344,
서동관,,031-922-7463  ,"곰탕(1만7천원), 양곰탕(1만9천원), 특곰탕(2만원), 특양곰탕(2만2천원), 이오공(2만5천원), 수육(6만원) ",09:00~21:00(마지막 주문 20:30) ,1~2만원대,경기도 고양시 일산서구 대화동 2302-4,"한식(탕/국/찌개/전골), 곰탕, 한식(육류), 수육",restaurant_pics/서동관.jpg,37.670973,126.747625,
목화식당,,061-782-9171  ,"한우소내장탕(1만원), 선짓국(8천원)",07:30~20:00 ,1만원 미만,전라남도 구례군 구례읍 봉동리 481-5 목화식당,"한식(탕/국/찌개/전골), 선지해장국",restaurant_pics/목화식당.jpg,35.209208,127.463339,
이성당,https://www.instagram.com/leesungdang_1945/,063-445-2772  ,"단팥빵(2천원), 야채빵(2천5백원), 팥빙수(8천원), 통알밤앙금빵(3천3백원), 찹쌀깨찰빵, 고구마빵(각 2천5백원), 쌀메론빵(3천원)","08:00~21:30 | 금, 토, 일요일 08:00~22:00 ",1만원 미만,전라북도 군산시 중앙로1가 12-2 이성당,"디저트/차/베이커리, 베이커리",restaurant_pics/이성당.jpg,35.986947,126.711164,노포
왕거미식당,,053-427-6380  ,"생고기, 오드레기, 양지머리(각 5만원), 대창, 혓바닥(각 4만원), 육회(3만5천원), 등골(3만원)",16:00~21:00 | 금요일 15:00~21:00,2~5만원대,대구광역시 중구 동인동4가 179,"한식(육류), 생고기",restaurant_pics/왕거미식당.jpg,35.868526,128.606687,노포
중앙탑초가집,,043-845-6789  ,"새뱅이매운탕(대 5만5천원), 쏘가리매운탕(시가), 빠가매운탕(대 7만원), 메기매운탕(대 6만원), 오리주물럭(500g 4만원, 800g 6만원), 한방토종닭볶음탕(6만원), 누룽지닭백숙(6만원)",11:00~21:00(마지막 주문 20:00) ,2~5만원대,충청북도 충주시 중앙탑면 루암리 148-6,"한식(가금류), 닭볶음탕, 한식(민물어패류), 민물매운탕, 민물새우",restaurant_pics/중앙탑초가집.jpg,37.009937,127.867427,
괴산매운탕,,043-832-2838  ,"메기매운탕(각 소 4만원, 중 5만원, 대 6만원), 잡고기매운탕, 모래무지(각 소 5만원, 중 6만원, 대 7만원), 빠가사리매운탕(각 소 5만5천원, 중 6만5천원, 대 7만5천원) ",09:00~20:30(마지막 주문 19:30) ,2~5만원대,충청북도 괴산군 괴산읍 대덕리 100-6 괴산매운탕,"한식(민물어패류), 민물매운탕, 민물생선찜",restaurant_pics/괴산매운탕.jpg,36.80595,127.81752,
류니끄,,02-546-9279,"런치코스(16만원), 디너코스(29만원)",12:00~15:00(마지막 주문 13:00)/18:00~22:30(마지막 주문 22:00) ,25만원 이상,서울특별시 강남구 신사동 651-3,"컨템포러리, 분자요리",restaurant_pics/류니끄.jpg,37.522953871348,127.036013446545,
쥬안,,02-512-4833 ,"저녁제철오마카세(룸 35만원, 카운터 30만원)",18:00~22:30 ,25만원 이상,서울특별시 강남구 청담동 99-4,"일식, 가이세키",restaurant_pics/쥬안.jpg,37.5257986944472,127.045659927706,
레스토랑에빗,https://www.instagram.com/restaurantevett/,070-4231-1022 ,"런치코스(15만원), 디너코스(25만원)","17:30~22:30 | 금, 토요일 12:00~14:30/17:30~22:30 ",25만원 이상,서울특별시 강남구 신사동 650-13 LS빌딩,컨템포러리,restaurant_pics/레스토랑에빗.jpg,37.5234326965405,127.036202029788,
모모야마,https://www.instagram.com/lottehotel_seoul/,02-317-7031,"모모야마코스(30만원), 생선회특선코스(26만원), 계절특선코스(23만원), 스시코스(21만원), 주말특선(19만원대), 채식코스(17만원)",11:30~14:30(마지막 주문 13:30)/18:00~22:00(마지막 주문 20:00) ,25만원 이상,서울특별시 중구 소공동 1 롯데호텔,"일식, 스시, 가이세키",restaurant_pics/모모야마.jpg,37.56461,126.9809,"비건레스토랑, 노포"
홍연,,02-317-0494 ,"런치코스(14만원~25만원), 디너코스(17만원~40만원), 주말런치코스(13만원대), 주말디너코스(16만원)",12:00~15:00(마지막 주문14:30)/18:00~22:00(마지막 주문 21:30) ,25만원 이상,서울특별시 중구 소공동 87-1 서울 웨스틴조선호텔,"중식, 홍콩식중식, 광동식중식",restaurant_pics/홍연.jpg,37.5644836817884,126.98018321530915,
알렌,https://www.instagram.com/allen_hyunmin_suh/,02-6985-7214,"런치테이스팅코스(15만원), 디너테이스팅코스(28만원)",12:00~15:00/18:00~22:00 | 일요일 12:00~15:00 ,25만원 이상,서울특별시 강남구 역삼동 676 센터필드,프랑스식,restaurant_pics/알렌.jpg,37.5028813541774,127.041356540268,
피에르가니에르서울,,02-317-7181,런치코스(12만원~17만원) 디너코스(20만원~34만원),12:00~15:00(마지막 주문 14:00)/18:00~22:00(마지막 주문 21:00) ,25만원 이상,서울특별시 중구 소공동 1 롯데호텔,프랑스식,restaurant_pics/피에르가니에르서울.jpg,37.56534516953803,126.98100699814148,
스시메르,,02-722-4330 ,"런치(13만원), 디너(25만원)",12:00~15:00/18:00~22:00 ,25만원 이상,서울특별시 종로구 공평동 17,"일식, 스시",restaurant_pics/스시메르.jpg,37.5714966636936,126.983659015157,
강민철레스토랑,https://www.instagram.com/minchul_kang_/,02-545-2511,"런치(18만원), 디너(34만원), 와인페어링(4잔 24만원, 7잔 29만원)",12:00~14:30/18:00~22:00 ,25만원 이상,서울특별시 강남구 청담동 18-38,프랑스식,restaurant_pics/강민철레스토랑.jpg,37.5224534383828,127.044517830428,핫플맛집
타마유라,https://www.instagram.com/tamayuraofficial/,02-6282-6752,"런치코스(15만원, 17만원), 디너코스(25만원, 27만원)",11:30~14:30/18:00~22:00 ,25만원 이상,서울특별시 서초구 반포동 19-3 센트럴시티,"일식, 스시, 데판야키, 가이세키",restaurant_pics/타마유라.jpg,37.5039344562304,127.0024111972472,
벽제갈비더청담,https://www.instagram.com/the_bjgalbi/,02-512-9593,"꽃뼈생갈비(1kg 62만원), 꽃뼈등심(1kg 42만원), 설화한우생갈비(200g 16만원), 설화한우양념갈비(200g 8만5천원), 설화한우꽃등심, 설화한우안심, 설화한우안창(각 100g 9만원), 설화한우생등심(100g 7만원), 점심반상(3만5천원~5만5천원)",11:30~15:00/17:30~22:00(마지막 주문 21:15) ,25만원 이상,서울특별시 강남구 청담동 118-4,"한식(육류), 한우오마카세, 소고기구이",restaurant_pics/벽제갈비더청담.jpg,37.5260149160433,127.047084917624,
스시마이,,02-6925-3126,"런치오마카세(13만원), 디너오마카세(28만원)",12:00~14:30(마지막 주문 13:30)/18:00~22:00(마지막 주문 19:30) ,25만원 이상,서울특별시 강남구 신사동 634-1,"일식, 스시",restaurant_pics/스시마이.jpg,37.526317,127.033908,
임프레션,,02-6925-5522 ,"런치코스(16만원), 디너코스(26만원), 와인페어링(런치 7만5천원~14만원, 디너 20만원)",12:00~15:00(마지막 주문 13:00)/18:00~22:00(마지막 주문 20:00)  | 화요일 18:00~22:00 ,25만원 이상,서울특별시 강남구 신사동 649-7 아크로스 빌딩,프랑스식,restaurant_pics/임프레션.jpg,37.52542350241616,127.03547241127296,
스시아라미즈,,02-6985-7213,"런치(15만원~), 디너(33만원~)",예약제로 운영 ,25만원 이상,서울특별시 강남구 역삼동 676 센터필드,"일식, 스시",restaurant_pics/스시아라미즈.jpg,37.5028813541774,127.041356540268,
세야스시,,02-518-2216,"런치오마카세(17만원), 디너오마카세(33만원)",12:00~15:00/18:00~22:00 ,25만원 이상,서울특별시 강남구 청담동 20-20,"일식, 스시",restaurant_pics/세야스시.jpg,37.5224466309117,127.042700950101,
엘픽,https://www.instagram.com/el__pic/,010-6556-9757,"사이드(1만2천원~1만4천원), 스몰플레이트(2만6천원~2만8천원), 안심스테이크(220g 9만2천원), 한우1++안심(220g 20만원), 한우1+채끝등심(300g 14만원), 드라이에이징티본스테이크(100g 3만원)",12:00~15:00/17:00~22:00(마지막 주문 21:15) ,15~25만원대,서울특별시 강남구 청담동 11-12 ,"기타, 스테이크",restaurant_pics/엘픽.jpg,37.5223327912275,127.046626942892,핫플맛집
화해당,,041-675-4443  ,간장게장과돌솥밥(4만3천원) ,10:00~20:00(마지막 주문 19:00) ,2~5만원대,충청남도 태안군 근흥면 도황리 223,"한식(어패류), 게장",restaurant_pics/화해당.jpg,36.70402108029292,126.21219213159618,
이치류,,02-3144-1312,"양고기생살치살(150g 3만1천원), 양고기생등심(150g 3만원), 고급생양갈비(200g 3만3천원)","17:00~23:00(마지막 주문 22:00) | 일요일, 공휴일 17:00~22:00(마지막 주문 21:00) ",2~5만원대,서울특별시 마포구 서교동 395-124,"일식, 일식징기스칸",restaurant_pics/이치류.jpg,37.55062,126.9191,
능라도,,031-781-3989  ,"평양냉면, 평양온면(각 1만5천원), 평양온반(1만3천원), 접시만두(1만3천원), 제육(200g 3만2천원), 녹두지짐이(2만원), 어복쟁반(중 8만원, 대 11만원), 한우불고기(150g 3만4천원) ",11:00~21:00(마지막 주문 20:30) ,1~2만원대,경기도 성남시 분당구 운중동 883-3,"한식(탕/국/찌개/전골), 어복쟁반, 한식(육류), 소불고기, 한식(면류), 평양냉면",restaurant_pics/능라도.jpg,37.395169,127.077575,
도림,,051-810-6340  ,"부귀코스(9만원), 장생코스(11만원), 낙안코스(14만원), 삼선짜장면, 채소탕면(각 2만5천원), 차우면, 산라탕면(각 3만2천원), 쇠고기안심난자완스(8만5천원), 송이쇠고기안심볶음(12만5천원)",12:00~15:00(마지막 주문 14:20)/18:00~21:30(마지막 주문 20:40),10~15만원대,부산광역시 부산진구 부전동 503-15,"중식, 일반중식",restaurant_pics/도림.jpg,35.156854,129.05579,오션뷰
바다꽃게장,,041-674-5197  ,"꽃게게장, 꽃게게탕 (각 1인 3만3천원), 우럭젓국(2인이상 1인 2만3천원) ",09:00~20:00 ,2~5만원대,충청남도 태안군 태안읍 남문리 575-18,"한식(어패류), 게장",restaurant_pics/바다꽃게장.jpg,36.754579,126.293964,
크랩52,https://www.instagram.com/crab52_official/,1644-2066,"뷔페(성인 200달러, 어린이 100달러)",12:00~15:00/18:00~21:00 | 토요일 12:00~14:00/17:00~21:30 | 일요일 11:00~13:00/13:30~15:30/17:30~19:30 ,1만원 미만,서울특별시 강남구 삼성동 159-1 트레이드타워 52층,"기타, 뷔페_해산물, 크랩",restaurant_pics/크랩52.jpg,37.510356849269,127.061023782931,핫플맛집
정이품,,053-752-6228  ,"세꼬시, 광어, 도다리(각 5만원), 돔(6만원), 물회(2만원), 회덮밥(1만5천원), 돌돔, 이시가리(각 8만원)",16:00~22:30,2~5만원대,대구광역시 수성구 범어동 200-17,"한식(어패류), 세꼬시, 생선회, 물회",restaurant_pics/정이품.jpg,35.8580913894178,128.632793463062,
비오토피아레스토랑,,064-793-6030  ,"바당몽돌코스(17만원), 제주한상코스(10만원), 특선양갈비스테이크코스(11만원), 비스포크피자(3만1천원), 해물뚝배기와흑돼지목살구이반상(5만5천원), 버섯돌솥밥정식(4만4천원)",12:00~16:00(마지막 주문 15:00)/17:00~22:00(마지막 주문 21:00) ,5~10만원대,제주특별자치도 서귀포시 안덕면 상천리 791,"한식(일반한식), 제주음식, 일반한식, 이탈리아식",restaurant_pics/비오토피아레스토랑.jpg,33.3014096689889,126.38810751849,
커피플레이스,,010-2352-2573  ,"에스프레소, 아메리카노(각 3천원~4천원), 카페라테(3천5백원), 밀크티(4천5백원), 생강라테(4천5백원)",하절기 09:00~19:00(마지막 주문 18:45) | 동절기 08:00~18:00(마지막 주문 17:45) ,1만원 미만,경상북도 경주시 노동동 43-1,"디저트/차/베이커리, 커피전문점",restaurant_pics/커피플레이스.jpg,35.841439,129.211818,
톨드어스토리,,042-867-2335  ,"에스프레소, 아메리카노(각 4천원), 카페라테(5천원), 바닐라라테(5천5백원)","10:30~18:30(마지막 주문 18:00) | 토, 일요일 11:00~ 19:00(마지막 주문 18:30) ",1만원 미만,대전광역시 서구 갈마동 875,"디저트/차/베이커리, 커피전문점",restaurant_pics/톨드어스토리.jpg,36.3527262476506,127.372458280442,
스시하네,,010-9773-0887,"점심오마카세(15만원), 저녁오마카세(30만원)",12:00~13:40/18:30~21:00 ,1만원 미만,서울특별시 강남구 신사동 636-16,"일식, 스시",restaurant_pics/스시하네.jpg,37.527629770888,127.034918660011,
페스타바이민구,,02-2250-8170 ,"어번그린런치(1인 9만5천원), 어번그린디너(1인 18만원), 제철해산물카르파치오(3만6천원), 제철생선요리(5만2천원), 1++한우구이와제철채소(120g 6만9천원, 200g 11만원), 한우볼로네제파스타(3만8천원), 토마토리조토(4만6천원), 밀푀유(2만6천원)",12:00~22:00 ,10~15만원대,서울특별시 중구 장충동2가 201 반얀트리 클럽 앤 스파 서울,유럽식,restaurant_pics/페스타바이민구.jpg,37.55006938601234,127.00049792699866,
소울다이닝,https://www.instagram.com/souldining_seoul/,02-318-7685,"런치코스(12만원), 디너코스(22만원)",12:00~15:00(마지막 주문 13:00)/18:00~22:00(마지막 주문 19:30) ,15~25만원대,서울특별시 용산구 용산동2가 1-549,"한식(일반한식), 모던한식",restaurant_pics/소울다이닝.jpg,37.54536153663566,126.98438418086488,
비스떼까,https://www.instagram.com/bistecca_kr,02-792-7746,"런치코스(6만8천원), 디너코스(12만원), 그린샐러드(1만8천원), 양갈비스테이크(300g 7만5천원), 새우크림소스리조토(3만3천원), 라자냐(2만9천원)",12:00~16:00(마지막 주문 14:30)/18:00~22:00(마지막 주문 20:30) ,10~15만원대,서울특별시 용산구 이태원동 211-33,"이탈리아식, 파스타",restaurant_pics/비스떼까.jpg,37.540037,126.992072,
레스토랑오늘,,02-792-1054 ,"런치코스(6만5천원, 7만8천원), 디너코스(16만원, 22만원)",12:00~15:00/18:00~22:00 ,15~25만원대,서울특별시 용산구 동빙고동 1-102 행복나눔재단,"한식(일반한식), 모던한식",restaurant_pics/레스토랑오늘.jpg,37.5263441835022,126.99610834939314,
댓잎갈비,,02-796-3355,"댓잎갈비(1만8천원), 댓잎소갈비(3만5천원), 댓잎추어탕, 댓잎얼큰추어탕(각 1만2천원), 전복추어탕, 전복얼큰추어탕(각 1만7천원)","10:30~15:00/17:00~21:30(마지막 주문 21:00) | 토, 일요일 10:30~21:30 ",2~5만원대,서울특별시 용산구 보광동 123-1,"한식(육류), 소갈비, 돼지갈비",restaurant_pics/댓잎갈비.jpg,37.52473324332856,127.00170595433843,리버뷰
쟈니덤플링,,02-790-8831,"군만두, 새우물만두, 만둣국, 달걀부추물만두, 달걀부추군만두, 마파두부덮밥(각 1만1천원)",11:30~20:30(마지막 주문 20:10) ,1만원 미만 ,서울특별시 용산구 이태원동 74-24,"중식, 중국만두",restaurant_pics/쟈니덤플링.jpg,37.5338250009562,126.992128689959,
시칠리,https://www.instagram.com/sicili_liheungju/,02-6951-4250,"라구파스타, 전갱이파스타,(각 3만2천원), 카프레제샐러드(1만8천원), 디너코스(6코스 15만원, 8코스 18만원)",12:00~14:30/18:00~22:00 ,2~5만원대,서울특별시 용산구 한남동 739-20 스카이빌,"이탈리아식, 파스타",restaurant_pics/시칠리.jpg,37.5376679399283,127.000499654869,
휴135,,070-4155-0135,"코스(16만원), 휴135솥밥(1만7천원), 트러플머시룸솥밥(2만원), 반건조생선솥밥(2만3천원), 버터장조림솥밥(2만2천원), 해산물솥밥(2만5천원), 갈비육개장(2만3천원), 채끝(100g 5만9천원)","11:30~15:00(마지막 주문 14:00)/17:30~22:00(마지막 주문 21:00) | 토, 일요일 11:30~15:00(마지막 주문 14:00)/17:00~22:00(마지막 주문 21:00) ",10~15만원대,서울특별시 용산구 한남동 744-5 ,"기타, 스테이크",restaurant_pics/휴135.jpg,37.53666611513179,126.99909484024477,드라이에이징
구찌오스테리아서울,,02-795-1119,"5코스(13만원), 7코스(18만원)",12:00~16:00/18:00~22:00 ,15~25만원대,서울특별시 용산구 한남동 737-24,이탈리아식,restaurant_pics/구찌오스테리아서울.jpg,37.5354656162861,126.998534343562,핫플맛집
바토스,,02-797-8226,"타코(3개 1만2천9백원~1만5천9백원), 케사디야(1만3천9백원), 신선한과카몰리와칩스(1만1천9백원), 김치카르니타스프라이즈(1만4천9백원), 프레시치킨윙즈(6pcs 9천9백원)","11:30~15:00(마지막 주문 14:30)/17:00~22:00(마지막 주문 21:30) | 토, 일요일, 공휴일 11:30~22:00(마지막 주문 21:30) ",1~2만원대,서울특별시 용산구 이태원동 181-8 제일은행,"중남미식, 멕시코식",restaurant_pics/바토스.jpg,37.53457,126.9902,
라쿠치나,,02-794-6006 ,"런치코스(홀 5만원, 룸 7만5천원), 디너코스(18만원), 파스타(2만7천원~6만9천원), 한우안심스테이크(150g 11만원대, 200g 15만원), 한우등심스테이크(200g 11만원, 300g 16만원대)",12:00~15:00/17:30~21:30 ,10~15만원대,서울특별시 용산구 이태원동 258-7 라쿠치나,"이탈리아식, 파스타",restaurant_pics/라쿠치나.jpg,37.540522,126.996446,
스시상남,,02-796-1464,"런치(13만원), 디너(23만원)",12:00~14:00/18:00~22:00 ,15~25만원대,서울특별시 용산구 한남동 744-5 오로꾸보,"일식, 스시",restaurant_pics/스시상남.jpg,37.5366661151313,126.99909563226,
떼레노,https://www.instagram.com/terreno_kr/,070-8648-0671,"런치코스(12만원), 디너코스(16만원)","12:00~15:00/17:00~23:00 | 수, 목요일 17:00~23:00",10~15만원대,제주특별자치도 서귀포시 색달동 3039-1,"유럽식, 스페인식",restaurant_pics/떼레노.jpg,33.2441693950141,126.405574367231,오션뷰
포도호텔레스토랑,https://www.instagram.com/podohotel_official/,064-793-7030  ,"멍게비빔밥한상(5만5천원), 삼합나베(4만8천원), 흑돼지불고기쌈정식(4만2천원), 왕새우튀김우동정식(2만8천원), 제주보말우동(3만7천원), 한우스키야키우동(4만7천원), 코스(16만원~18만원)",07:00~10:30(마지막 주문 10:00)/12:00~15:30(마지막 주문 15:00)/17:00~21:50(마지막 주문 21:00) ,5~10만원대,제주특별자치도 서귀포시 안덕면 상천리 산62-3,"한식(일반한식), 퓨전한식",restaurant_pics/포도호텔레스토랑.jpg,33.317944,126.387504,
밀리우,,064-780-8328  ,"Je t’aime Couple Course(42만2천원~66만6천원), 7코스(25만원), 5코스(16만원)",18:00~22:00(마지막 주문 20:30) ,15~25만원대,제주특별자치도 서귀포시 표선면 표선리 40-69 해비치리조트&호텔,프랑스식,restaurant_pics/밀리우.jpg,33.323322,126.844501,
더파크뷰,,064-735-5334  ,"아침뷔페, 런치뷔페(각 7만원), 저녁뷔페(15만원) ",07:00~10:30/12:00~14:00/18:00~21:30 ,10~15만원대,제주특별자치도 서귀포시 색달동 3039-3,"기타, 뷔페",restaurant_pics/더파크뷰.jpg,33.247558,126.408116,
커피템플,https://www.instagram.com/coffeetemple_jeju/,070-8806-8051  ,"텐저린카푸치노, 아이스탠저린라테, 아이스유자아메리카노(각 7천원), 수퍼클린에스프레소(6천5백원), 아메리카노(6천원), 플랫화이트, 카페라테, 카푸치노(각 6천5백원)",09:00~18:00(마지막 주문 17:30) ,1만원 미만,제주특별자치도 제주시 월평동 1348-3,"디저트/차/베이커리, 커피전문점",restaurant_pics/커피템플.jpg,33.47816384943728,126.57024606687516,스페셜티커피
두레유,,02-743-2468 ,"하늘코스(5만5천원), 달코스(8만원), 별코스(15만원)",11:30~15:00/17:30~20:30(마지막 주문 19:30) ,10~15만원대,서울특별시 종로구 평창동 193-1 전진빌딩,"한식(일반한식), 모던한식, 뉴코리안",restaurant_pics/두레유.jpg,37.6065673142822,126.970504064967,
몰토베네,https://www.instagram.com/moltobene.seoul/,02-6407-5678,"살라미샐러드(2만7천원), 멜란자네꼰리코타(1만5천원), 로즈마리스카아치아타(1만4천원), 푸타네스카비앙코(2만6천원), 알프레도꼰풍기(3만원), 시칠리아나(2만8천원), 라구오르조토(2만7천원), 마르게리타프레스카(2만6천원), 프로슈토에루꼴라(3만4천원)",11:30~15:30(마지막주문 14:30)/17:30~21:30(마지막 주문 20:00) ,5~10만원대,서울특별시 마포구 합정동 361-20,"이탈리아식, 피자, 파스타",restaurant_pics/몰토베네.jpg,37.546217,126.91664,
스파카나폴리,https://www.instagram.com/spaccanapoliseoul,02-326-2323,"피자(1만5천원~2만9천5백원), 파스타(1만8천원~1만9천원), 샐러드(1만2천원~2만원)",11:30~15:00(마지막 주문 14:00)/17:00~21:30(마지막 주문 20:30) ,1~2만원대,서울특별시 마포구 합정동 413-2,"이탈리아식, 피자",restaurant_pics/스파카나폴리.jpg,37.54888,126.9156,
교다이야,,02-2654-2645 ,"가케우동(9천원), 니쿠우동, 카레우동(각 1만1천원, 정식 1만6천원), 가마붓가케우동, 자루우동, 자루붓가케우동(각 1만원, 정식 1만5천원)",11:00~15:00/17:00~20:30 ,1~2만원대,서울특별시 마포구 합정동 370-8,"일식, 일식우동",restaurant_pics/교다이야.jpg,37.54682,126.9132,
금룡,,02-450-4512,"셰프코스(25만원), 만수무강코스(21만원), 코스(18만원, 28만원, 50만원)",12:00~15:00/18:00~21:00(마지막 주문 20:00) ,15~25만원대,서울특별시 광진구 광장동 22-1 워커힐호텔,"중식, 광동식중식",restaurant_pics/금룡.jpg,37.55863008236035,127.1117068379481,리버뷰
