restaurant_name,address,number,price_range,restaurant_image1,latitude,longitude
만나분식,서울특별시 종로구 필운대로1길 4,기타 한식,주차공간없음,/upload/restaurant_pics/만나분식.jpg,37.577361,126.9691189
디마떼오,서울특별시 종로구 동숭길 29,02-747-4444,2만원-3만원,/upload/restaurant_pics/디마떼오.jpg,37.57991343,127.00393893
마띠에르,서울특별시 종로구 대학로11길 41-6 1F,02-745-9717,만원 미만,/upload/restaurant_pics/마띠에르.jpg,37.5824044,126.9993363
블루보틀(삼청한옥점),서울특별시 종로구 삼청로2길 40-3,02-736-6998,만원 미만,/upload/restaurant_pics/블루보틀(삼청한옥점).jpg,37.5800579,126.9809834
커피한약방(혜화점),서울특별시 종로구 동숭2길 9,070-4200-4242,만원 미만,/upload/restaurant_pics/커피한약방(혜화점).jpg,37.5808972,127.0048342
능라도(광화문점),서울특별시 종로구 새문안로3길 15 동원빌딩 3F,02-730-3989,만원-2만원,/upload/restaurant_pics/능라도(광화문점).jpg,37.571912,126.972212
워터밀(휴업중),서울특별시 종로구 수표로28길 33-7 505호,02-763-8877,만원-2만원,/upload/restaurant_pics/워터밀(휴업중).jpg,37.5734503,126.9900669
페이퍼마쉐,서울특별시 종로구 무교로 40,02-733-5854,만원 미만,/upload/restaurant_pics/페이퍼마쉐.jpg,37.5695511,126.9794956
로우루프,서울특별시 종로구 북촌로 46-1 1F,02-747-0709,만원 미만,/upload/restaurant_pics/로우루프.jpg,37.580893,126.985253
인왕초소책방더숲,서울특별시 종로구 인왕산로 172,02-735-0206,만원 미만,/upload/restaurant_pics/인왕초소책방더숲.jpg,37.5845011,126.9639004
낙산냉면,서울특별시 종로구 지봉로5길 8,02-743-7285,만원 미만,/upload/restaurant_pics/낙산냉면.jpg,37.5744895,127.0152703
땡스오트,서울특별시 종로구 북촌로 21-10,02-314-0890,만원 미만,/upload/restaurant_pics/땡스오트.jpg,37.5787854,126.9845986
백부장집닭한마리(별관),서울특별시 종로구 종로7길 41,02-3210-1254,만원 미만,/upload/restaurant_pics/백부장집닭한마리(별관).jpg,37.5717042,126.9825199
천향록,서울특별시 종로구 성균관로 12,02-374-6789,만원-2만원,/upload/restaurant_pics/천향록.jpg,37.58386837,126.998062
북악정,서울특별시 종로구 평창36길 6,02-394-2340,2만원-3만원,/upload/restaurant_pics/북악정.jpg,37.611319,126.97762467
우와(대학로점),서울특별시 종로구 동숭길 78 2F,0507-1308-9224,만원-2만원,/upload/restaurant_pics/우와(대학로점).jpg,37.5817529,127.0042999
양연화로(종로직영점),서울특별시 종로구 삼일대로17길 18,02-3210-0808,만원-2만원,/upload/restaurant_pics/양연화로(종로직영점).jpg,37.5692529,126.986505
핑크래빗가든(휴업중),서울특별시 종로구 계동길 62 1-2F,02-6951-4366,만원 미만,/upload/restaurant_pics/핑크래빗가든(휴업중).jpg,37.5800995,126.9868798
수하동,서울특별시 종로구 종로 33 그랑서울 B1,02-2158-7958,만원-2만원,/upload/restaurant_pics/수하동.jpg,37.57044711,126.981149
북촌도담,서울특별시 종로구 북촌로1길 9,02-720-9850,만원 미만,/upload/restaurant_pics/북촌도담.jpg,37.5773711,126.9852675
세검정돈까스,서울특별시 종로구 자하문로 240,02-394-0057,만원-2만원,/upload/restaurant_pics/세검정돈까스.jpg,37.5955991,126.963931
아마츄어작업실(청계점),서울특별시 종로구 청계천로 97-6,010-2351-0694,만원 미만,/upload/restaurant_pics/아마츄어작업실(청계점).jpg,37.568542,126.9884382
싱싱해물나라,서울특별시 종로구 종로14길 30,02-733-1226,만원-2만원,/upload/restaurant_pics/싱싱해물나라.jpg,37.56868362,126.98674011
오이지,서울특별시 종로구 대학로9길 33,02-744-9977,만원-2만원,/upload/restaurant_pics/오이지.jpg,37.5818366,127.0001568
학림커피,서울특별시 종로구 대학로9길 23,02-742-0177,만원 미만,/upload/restaurant_pics/학림커피.jpg,37.581458,127.000595
와이엔,서울특별시 종로구 윤보선길 71,02-735-6701,만원 미만,/upload/restaurant_pics/와이엔.jpg,37.5791818,126.9832934
마당너른집,서울특별시 종로구 낙산길 3-4,02-3675-3838,만원-2만원,/upload/restaurant_pics/마당너른집.jpg,37.58066352,127.00471866
아트만,서울특별시 종로구 사직로12길 11,070-4045-0622,만원-2만원,/upload/restaurant_pics/아트만.jpg,37.5755313,126.9710709
버거드조선,서울특별시 종로구 사직로10길 7,02-723-1016,만원 미만,/upload/restaurant_pics/버거드조선.jpg,37.5755982,126.9704616
메리그린,서울특별시 종로구 대학로11길 49 2F,010-7361-1150,만원 미만,/upload/restaurant_pics/메리그린.jpg,37.5826117,126.9991046
고향칼국수,서울특별시 종로구 종로32길 22,010-3271-4711,만원 미만,/upload/restaurant_pics/고향칼국수.jpg,37.569931,127.001048
오한수우육면가(광화문본점),서울특별시 종로구 종로1길 42 이마빌딩 B1,02-737-5675,만원 미만,/upload/restaurant_pics/오한수우육면가(광화문본점).jpg,37.5739005,126.978987
쿠차라(종로점),서울특별시 종로구 종로 33 B1,02-2158-7589,만원 미만,/upload/restaurant_pics/쿠차라(종로점).jpg,37.5710023,126.981484
무제스시,서울특별시 종로구 대학로9길 22-5 1F,010-5762-7399,2만원-3만원,/upload/restaurant_pics/무제스시.jpg,37.5818853,127.0005995
1987루프탑앤라운지(종로점),서울특별시 종로구 종로12길 23 10-11F,070-8117-1223,2만원-3만원,/upload/restaurant_pics/1987루프탑앤라운지(종로점).jpg,37.568966,126.9859025
미학,서울특별시 종로구 사직로8길 34 경희궁의아침 3단지 1F,02-6084-1800,만원-2만원,/upload/restaurant_pics/미학.jpg,37.5737347,126.9723733
롱위켄드,서울특별시 종로구 세종대로23길 54,02-735-2333,2만원-3만원,/upload/restaurant_pics/롱위켄드.jpg,37.5718744,126.9733177
타스카페,서울특별시 종로구 동숭길 117 2F,02-766-9953,만원 미만,/upload/restaurant_pics/타스카페.jpg,37.5831766,127.0034863
봉쥬떡볶이,서울특별시 종로구 대명길 4 B1,02-745-3885,만원 미만,/upload/restaurant_pics/봉쥬떡볶이.jpg,37.5838159,127.0011913
마음을담아내면,서울특별시 종로구 율곡로3길 79,02-732-7768,만원-2만원,/upload/restaurant_pics/마음을담아내면.jpg,37.5792592,126.9820857
오한수우육면가(그랑서울점),서울특별시 종로구 종로 33 그랑서울시 B1,기타 중식,,/upload/restaurant_pics/오한수우육면가(그랑서울점).jpg,37.5711145,126.9813874
서촌전통순대국,서울특별시 종로구 사직로9가길 8,02-735-0122,만원 미만,/upload/restaurant_pics/서촌전통순대국.jpg,37.5766884,126.9690744
티하우스레몬(서촌점),서울특별시 종로구 자하문로13길 4,02-723-9008,만원 미만,/upload/restaurant_pics/티하우스레몬(서촌점).jpg,37.5801728,126.9708813
원조모녀김밥마약김밥,서울특별시 종로구 창경궁로 88,02-2264-7668,만원 미만,/upload/restaurant_pics/원조모녀김밥마약김밥.jpg,37.57018151,126.99805135
용용선생(종각점),서울특별시 종로구 삼일대로19길 18,02-733-1119,만원-2만원,/upload/restaurant_pics/용용선생(종각점).jpg,37.5696678,126.9865799
식물,서울특별시 종로구 돈화문로11다길 46-1,02-742-7582,만원 미만,/upload/restaurant_pics/식물.jpg,37.5737758,126.9896432
보칼리노(포시즌스호텔서울),서울특별시 종로구 새문안로 97 포시즌스호텔 서울 2F,02-6388-5500,4만원 이상,/upload/restaurant_pics/보칼리노(포시즌스호텔서울).jpg,37.5707762,126.9754223
화양연화,서울특별시 종로구 계동길 73-1,070-4196-2046,만원-2만원,/upload/restaurant_pics/화양연화.jpg,37.58055474,126.98668182
폴리스브릭오븐피제리아,서울특별시 종로구 종로3길 17 디타워 2F,02-2251-8200,만원-2만원,/upload/restaurant_pics/폴리스브릭오븐피제리아.jpg,37.571113,126.97912725
블루룸,서울특별시 종로구 대명1길 16-7 1F,010-8030-0427,만원 미만,/upload/restaurant_pics/블루룸.jpg,37.5829137,127.000316
128Pan,서울특별시 종로구 동숭4길 14 갤럭시빌딩,010-2784-1453,만원-2만원,/upload/restaurant_pics/128Pan.jpg,37.58330524,127.00441088
샤오바오우육면,서울특별시 종로구 삼일대로17길 15 1F,02-723-7788,만원 미만,/upload/restaurant_pics/샤오바오우육면.jpg,37.5690936,126.9866236
정선할매곤드레밥(본점),서울특별시 종로구 인사동8길 13,02-734-1215,만원-2만원,/upload/restaurant_pics/정선할매곤드레밥(본점).jpg,37.57404226,126.98589057
클럽에스프레소,서울특별시 종로구 창의문로 132,02-764-8719,만원 미만,/upload/restaurant_pics/클럽에스프레소.jpg,37.5926603,126.9659796
사직커피,서울특별시 종로구 사직로 49-4,070-8845-3527,만원 미만,/upload/restaurant_pics/사직커피.jpg,37.5738328,126.9650734
도밍고팩토리,서울특별시 종로구 성균관로 15 2F,070-7644-5552,만원 미만,/upload/restaurant_pics/도밍고팩토리.jpg,37.5841268,126.9975268
카페205도씨,서울특별시 종로구 성균관로4길 5,02-765-2050,만원 미만,/upload/restaurant_pics/카페205도씨.jpg,37.5846416,126.9977624
잘빠진메밀,서울특별시 종로구 자하문로 41-1,070-4142-1214,만원 미만,/upload/restaurant_pics/잘빠진메밀.jpg,37.57976628,126.97105896
준수방키친,서울특별시 종로구 자하문로11길 8,02-725-0691,2만원-3만원,/upload/restaurant_pics/준수방키친.jpg,37.57969413,126.97078275
박가네빈대떡,서울특별시 종로구 종로32길 7,02-2267-0614,만원-2만원,/upload/restaurant_pics/박가네빈대떡.jpg,37.5704953,127.0008314
하이웨스트(익선점),서울특별시 종로구 돈화문로11다길 18,카페 / 디저트,주차공간없음,/upload/restaurant_pics/하이웨스트(익선점).jpg,37.5731251,126.9907084
송스키친(경복궁점),서울특별시 종로구 필운대로 35-3,02-725-1713,2만원-3만원,/upload/restaurant_pics/송스키친(경복궁점).jpg,37.5791816,126.9686158
탭퍼블릭(광화문점),서울특별시 종로구 종로 33 그랑서울 B102,02-2158-7588,만원-2만원,/upload/restaurant_pics/탭퍼블릭(광화문점).jpg,37.5709618,126.981438
커피방앗간,서울특별시 종로구 북촌로5가길 8-11,02-732-7656,만원 미만,/upload/restaurant_pics/커피방앗간.jpg,37.58031633,126.98246135
타볼로24(JW메리어트호텔동대문),서울특별시 종로구 청계천로 279 JW메리어트 호텔 동대문 스퀘어 서울 2F,02-2276-3320,4만원 이상,/upload/restaurant_pics/타볼로24(JW메리어트호텔동대문).jpg,37.57006118,127.0087451
조선김밥,서울특별시 종로구 율곡로1길 78,02-723-7496,만원 미만,/upload/restaurant_pics/조선김밥.jpg,37.5785917,126.9822198
봉평막국수,서울특별시 종로구 필운대로 6,02-723-4830,만원 미만,/upload/restaurant_pics/봉평막국수.jpg,37.57656551,126.96932136
소문난경북집,서울특별시 종로구 삼일대로20길 16 용우빌딩,02-2275-8177,만원-2만원,/upload/restaurant_pics/소문난경북집.jpg,37.5695813,126.9888668
도도야,서울특별시 종로구 동숭길 39,02-741-5959,만원-2만원,/upload/restaurant_pics/도도야.jpg,37.5800107,127.004254
이층양옥,서울특별시 종로구 돈화문로11나길 28,02-747-7246,만원-2만원,/upload/restaurant_pics/이층양옥.jpg,37.5739567,126.9904096
숙달돼지(종각점),서울특별시 종로구 종로8길 15,02-737-5201,만원-2만원,/upload/restaurant_pics/숙달돼지(종각점).jpg,37.5694337,126.9841156
천진포자(부암동점),서울특별시 종로구 창의문로 133,02-739-6086,만원 미만,/upload/restaurant_pics/천진포자(부암동점).jpg,37.59239317,126.96572776
플로라,서울특별시 종로구 율곡로3길 74-6 1F,02-725-7355,2만원-3만원,/upload/restaurant_pics/플로라.jpg,37.578807,126.982307
대한맥주집(대학로본점),서울특별시 종로구 대학로11길 38-11 1F,02-3674-0815,만원-2만원,/upload/restaurant_pics/대한맥주집(대학로본점).jpg,37.58257294,127.00029755
노말키친,서울특별시 종로구 성균관로6길 26,070-8836-3899,만원-2만원,/upload/restaurant_pics/노말키친.jpg,37.5855736,126.9975211
차니오뎅,서울특별시 종로구 창경궁로 258-13,02-3676-0002,만원-2만원,/upload/restaurant_pics/차니오뎅.jpg,37.58373059,127.00073817
갸우뚱,서울특별시 종로구 대학로9길 25,02-744-8889,만원 미만,/upload/restaurant_pics/갸우뚱.jpg,37.5815889,127.0004149
노우즈(종로풍경점),서울특별시 종로구 우정국로2길 8 3F,02-725-1239,만원-2만원,/upload/restaurant_pics/노우즈(종로풍경점).jpg,37.569446,126.9834624
일품당,서울특별시 종로구 세종대로23길 25,02-733-4949,2만원-3만원,/upload/restaurant_pics/일품당.jpg,37.5715063,126.9750635
텐더바,서울특별시 종로구 사직로12길 17,02-733-8343,만원-2만원,/upload/restaurant_pics/텐더바.jpg,37.57525409,126.97104259
종로불돼지(종로본점),서울특별시 종로구 청계천로 67 종로1번가빌딩 1F,02-734-1190,만원-2만원,/upload/restaurant_pics/종로불돼지(종로본점).jpg,37.56875567,126.98506566
된장예술과술(본점),서울특별시 종로구 삼일대로15길 20,02-733-4516,만원-2만원,/upload/restaurant_pics/된장예술과술(본점).jpg,37.5689335,126.9863956
신촌황소곱창(종로점),서울특별시 종로구 삼일대로17길 17,02-735-6698,만원-2만원,/upload/restaurant_pics/신촌황소곱창(종로점).jpg,37.5690715,126.9864975
삼청빙수,서울특별시 종로구 삼청로 84-1 1F,02-720-8233,만원 미만,/upload/restaurant_pics/삼청빙수.jpg,37.5829992,126.981947
식껍(종로구청점),서울특별시 종로구 종로5길 29,02-732-9222,만원-2만원,/upload/restaurant_pics/식껍(종로구청점).jpg,37.5716378,126.9804283
카페다오,서울특별시 종로구 대학로14길 19,02-745-5560,만원 미만,/upload/restaurant_pics/카페다오.jpg,37.5842135,127.00252247
베이징코야(광화문점),서울특별시 종로구 율곡로2길 29-1,02-313-5292,만원-2만원,/upload/restaurant_pics/베이징코야(광화문점).jpg,37.5745724,126.98008283
카페로쏘,서울특별시 종로구 삼청로 81-12,02-722-2622,만원 미만,/upload/restaurant_pics/카페로쏘.jpg,37.58290863,126.98120117
택이네조개전골(종로점),서울특별시 종로구 삼봉로 95 대성스카이렉스 2F,02-732-7767,만원-2만원,/upload/restaurant_pics/택이네조개전골(종로점).jpg,37.5723274,126.9825858
라카페갤러리,서울특별시 종로구 자하문로10길 28,02-379-1975,만원 미만,/upload/restaurant_pics/라카페갤러리.jpg,37.5793049,126.9730257
폴루이트,서울특별시 종로구 우정국로2길 41 3F,02-730-5190,만원 미만,/upload/restaurant_pics/폴루이트.jpg,37.56962967,126.98537445
계동피자,서울특별시 종로구 계동길 63,070-8957-8452,만원 미만,/upload/restaurant_pics/계동피자.jpg,37.5801731,126.9866552
촌놈(대학로점),서울특별시 종로구 대학로8가길 48,02-743-1011,만원-2만원,/upload/restaurant_pics/촌놈(대학로점).jpg,37.58298724,127.00234564
동묘가라지,서울특별시 종로구 종로54길 17-10,02-2233-6071,만원-2만원,/upload/restaurant_pics/동묘가라지.jpg,37.5717833,127.0145349
앞으로의빵집,서울특별시 종로구 삼일대로32가길 29-1,베이커리,주차공간없음,/upload/restaurant_pics/앞으로의빵집.jpg,37.5747033,126.9893616
디언타이틀드보이드,서울특별시 종로구 경희궁3길 3-5 4F,02-722-4603,만원 미만,/upload/restaurant_pics/디언타이틀드보이드.jpg,37.572957,126.9680867
미락치킨(경복궁본점),서울특별시 종로구 자하문로 17-1,02-736-6741,만원-2만원,/upload/restaurant_pics/미락치킨(경복궁본점).jpg,37.577645,126.971894
두두,서울특별시 종로구 동숭길 63 1F,010-9119-1884,만원-2만원,/upload/restaurant_pics/두두.jpg,37.5810119,127.0041381
종로찌게마을,서울특별시 종로구 삼일대로30길 10-4,02-747-4518,만원-2만원,/upload/restaurant_pics/종로찌게마을.jpg,37.57364655,126.98833466
백스트리트피자,서울특별시 종로구 수표로26길 16-2 B1,070-4001-5964,만원-2만원,/upload/restaurant_pics/백스트리트피자.jpg,37.5720866,126.9898719
진작카키(안국점),서울특별시 종로구 창덕궁1길 38,02-742-4484,만원-2만원,/upload/restaurant_pics/진작카키(안국점).jpg,37.5795039,126.9871162
도토리가든,서울특별시 종로구 계동길 19-8 1F,0507-1476-1176,만원 미만,/upload/restaurant_pics/도토리가든.jpg,37.5780859,126.9863102
노란상소갈비(안국역점),서울특별시 종로구 율곡로 67 2F,02-763-9290,2만원-3만원,/upload/restaurant_pics/노란상소갈비(안국역점).jpg,37.5773462,126.9865824
흥부가,서울특별시 종로구 수표로20길 22,02-2269-8110,만원-2만원,/upload/restaurant_pics/흥부가.jpg,37.5698967,126.9908371
지유가오카핫초메(삼청동점),서울특별시 종로구 윤보선길 46,02-6487-6156,만원 미만,/upload/restaurant_pics/지유가오카핫초메(삼청동점).jpg,37.57810006,126.98368452
플리퍼스,서울특별시 종로구 수표로28길 31,02-766-2526,만원 미만,/upload/restaurant_pics/플리퍼스.jpg,37.5731166,126.9901258
남매다과점,서울특별시 종로구 사직로 105  1F,070-8691-1788,만원 미만,/upload/restaurant_pics/남매다과점.jpg,37.5762992,126.9705645
지오쿠치나익선,서울특별시 종로구 수표로28길 33-11,02-744-9488,2만원-3만원,/upload/restaurant_pics/지오쿠치나익선.jpg,37.5736743,126.9900586
도넛정수(익선점),서울특별시 종로구 돈화문로11나길 31-4  1F,02-743-8215,만원 미만,/upload/restaurant_pics/도넛정수(익선점).jpg,37.5740808,126.9899188
하프커피(안국점),서울특별시 종로구 계동길 82,070-7780-6665,만원 미만,/upload/restaurant_pics/하프커피(안국점).jpg,37.5810054,126.9868408
강촌쌈밥,서울특별시 종로구 평창30길 9,02-395-6467,만원-2만원,/upload/restaurant_pics/강촌쌈밥.jpg,37.61077118,126.97468567
브알라Cafe(대학로점),서울특별시 종로구 대학로12길 21 DCF대명문화공장,02-3275-2071,만원 미만,/upload/restaurant_pics/브알라Cafe(대학로점).jpg,37.5827783,127.0030485
별미곱창,서울특별시 종로구 자하문로1길 54,02-737-1320,만원-2만원,/upload/restaurant_pics/별미곱창.jpg,37.57700348,126.96953583
홍콩익스프레스,서울특별시 종로구 새문안로5길 19 로얄빌딩 B1 66호,02-730-2046,만원-2만원,/upload/restaurant_pics/홍콩익스프레스.jpg,37.5719972,126.9743279
꿈떡꿈떡,서울특별시 종로구 종로 19 B101-2호,02-6925-6663,만원 미만,/upload/restaurant_pics/꿈떡꿈떡.jpg,37.5708345,126.9798606
둘리분식,서울특별시 종로구 창경궁로34길 15,02-744-8626,만원 미만,/upload/restaurant_pics/둘리분식.jpg,37.58432388,127.00119781
혜화곱창,서울특별시 종로구 대명1길 20,02-763-6588,만원-2만원,/upload/restaurant_pics/혜화곱창.jpg,37.5826943,127.000667
서촌뜰애우곱창타운,서울특별시 종로구 자하문로1나길 1,02-732-1179,만원-2만원,/upload/restaurant_pics/서촌뜰애우곱창타운.jpg,37.5765821,126.9716056
광주집,서울특별시 종로구 돈화문로11나길 3,02-764-3574,만원-2만원,/upload/restaurant_pics/광주집.jpg,37.5729833,126.9908889
실낙원,서울특별시 종로구 삼일대로 428,02-764-9955,만원-2만원,/upload/restaurant_pics/실낙원.jpg,37.5722238,126.9876399
광장호떡,서울특별시 종로구 종로 204,0507-1430-0404,만원 미만,/upload/restaurant_pics/광장호떡.jpg,37.5707262,127.0004004
송백부대찌개,서울특별시 종로구 새문안로5길 37 도렴빌딩 B1,02-738-1386,만원 미만,/upload/restaurant_pics/송백부대찌개.jpg,37.57367597,126.97428725
오타르,서울특별시 종로구 수표로28길 27 1-2F,02-764-8868,만원 미만,/upload/restaurant_pics/오타르.jpg,37.5729725,126.9900862
도토리브라더스,서울특별시 종로구 경희궁길 41 1F,02-737-2224,만원-2만원,/upload/restaurant_pics/도토리브라더스.jpg,37.572881,126.969252
에머이(종각점),서울특별시 종로구 종로12길 6-20,02-733-0588,만원-2만원,/upload/restaurant_pics/에머이(종각점).jpg,37.5698387,126.9846102
르블란서,서울특별시 종로구 수표로28길 30,02-766-9951,2만원-3만원,/upload/restaurant_pics/르블란서.jpg,37.57289664,126.99022407
산모퉁이(본점),서울특별시 종로구 백석동길 153,02-391-4737,만원 미만,/upload/restaurant_pics/산모퉁이(본점).jpg,37.5954218,126.9679488
에일당,서울특별시 종로구 수표로28길 33-9,070-7766-3133,만원-2만원,/upload/restaurant_pics/에일당.jpg,37.57354894,126.9900655
빠리가옥,서울특별시 종로구 수표로28길 33-4,02-6083-1626,만원-2만원,/upload/restaurant_pics/빠리가옥.jpg,37.5733257,126.9902541
효자바베(서촌점),서울특별시 종로구 자하문로1길 42,070-8749-0019,만원-2만원,/upload/restaurant_pics/효자바베(서촌점).jpg,37.57675672,126.97010467
이마쇼쿠,서울특별시 종로구 대명길 39-9 1F,010-5031-2971,2만원-3만원,/upload/restaurant_pics/이마쇼쿠.jpg,37.582611,126.9997874
사발,서울특별시 종로구 사직로8길 34 경희궁의아침3단지,02-720-4845,만원-2만원,/upload/restaurant_pics/사발.jpg,37.57351824,126.97149564
호호식당(익선),서울특별시 종로구 돈화문로11다길 15,02-742-2384,만원-2만원,/upload/restaurant_pics/호호식당(익선).jpg,37.57302655,126.99044522
부탄츄(대학로점),서울특별시 종로구 대학로9길 23-2,02-766-6604,만원 미만,/upload/restaurant_pics/부탄츄(대학로점).jpg,37.58148892,127.00046191
미쉬매쉬,서울특별시 종로구 창덕궁길 47,02-6465-2211,4만원 이상,/upload/restaurant_pics/미쉬매쉬.jpg,37.5796592,126.9891454
카페노티드(안국점),서울특별시 종로구 북촌로 6-3 1F,070-7755-9377,만원 미만,/upload/restaurant_pics/카페노티드(안국점).jpg,37.5774613,126.9860399
온그라운드,서울특별시 종로구 자하문로10길 21,02-720-8260,만원 미만,/upload/restaurant_pics/온그라운드.jpg,37.5794897,126.9727805
혜화동버거,서울특별시 종로구 동숭3길 6-4 1F,02-744-0125,만원 미만,/upload/restaurant_pics/혜화동버거.jpg,37.58112843,127.0047187
살롱순라,서울특별시 종로구 율곡로10길 75,02-6409-0027,만원-2만원,/upload/restaurant_pics/살롱순라.jpg,37.5741726,126.9916568
코피티암,서울특별시 종로구 자하문로4길 7,070-7670-8837,만원 미만,/upload/restaurant_pics/코피티암.jpg,37.57740245,126.97263571
우드앤브릭(광화문점),서울특별시 종로구 새문안로5길 5-1,02-735-1151,만원 미만,/upload/restaurant_pics/우드앤브릭(광화문점).jpg,37.57077519,126.97468925
통인동커피공방,서울특별시 종로구 사직로 101,02-733-9808,만원 미만,/upload/restaurant_pics/통인동커피공방.jpg,37.5762423,126.9699721
길운구락부,서울특별시 종로구 삼청로 119,02-739-5599,3만원-4만원,/upload/restaurant_pics/길운구락부.jpg,37.5861305,126.9815351
순대실록(본점),서울특별시 종로구 동숭길 127 우성빌딩,02-742-5338,만원 미만,/upload/restaurant_pics/순대실록(본점).jpg,37.58341112,127.0031441
2막,서울특별시 종로구 자하문로 60,카페 / 디저트,주차공간없음,/upload/restaurant_pics/2막.jpg,37.5814792,126.9712171
기러기둥지,서울특별시 종로구 돈화문로11길 28-4,02-3673-0070,2만원-3만원,/upload/restaurant_pics/기러기둥지.jpg,37.5727944,126.990037
노부,서울특별시 종로구 옥인길 23-6 누상빌딩 1F,02-3210-4107,만원-2만원,/upload/restaurant_pics/노부.jpg,37.58085632,126.96707916
사랑의고기,서울특별시 종로구 사직로8길 4,02-794-3313,3만원-4만원,/upload/restaurant_pics/사랑의고기.jpg,37.5749856,126.9687722
퀸즈가드,서울특별시 종로구 서순라길 115,0507-1384-2058,만원 미만,/upload/restaurant_pics/퀸즈가드.jpg,37.5754117,126.9914445
할매집,서울특별시 종로구 사직로12길 1-5,02-735-2608,만원 미만,/upload/restaurant_pics/할매집.jpg,37.57567596,126.9714432
도넛정수,서울특별시 종로구 창신12길 40,02-744-5775,만원 미만,/upload/restaurant_pics/도넛정수.jpg,37.5782985,127.0108751
쏘리에스프레소바(경복궁점),서울특별시 종로구 자하문로2길 12 1F,0507-1377-9659,만원 미만,/upload/restaurant_pics/쏘리에스프레소바(경복궁점).jpg,37.5764918,126.9733545
쉐이크쉑(종각점),서울특별시 종로구 종로 33 1F,02-2158-7575,만원 미만,/upload/restaurant_pics/쉐이크쉑(종각점).jpg,37.5710023,126.981484
개성만두궁,서울특별시 종로구 인사동10길 11-3,02-733-9240,만원 미만,/upload/restaurant_pics/개성만두궁.jpg,37.5742851,126.9854122
그레인바운더리,서울특별시 종로구 삼일대로 388-7 1F,02-2263-3031,만원 미만,/upload/restaurant_pics/그레인바운더리.jpg,37.56915552,126.98826856
플롭(안국점),서울특별시 종로구 북촌로2길 5,02-745-1195,만원-2만원,/upload/restaurant_pics/플롭(안국점).jpg,37.5779402,126.9860821
감촌,서울특별시 종로구 종로 19 르메이에르종로타운 5F,02-733-7035,만원-2만원,/upload/restaurant_pics/감촌.jpg,37.57111948,126.98009134
타셴,서울특별시 종로구 동숭길 113 1F,02-3673-4115,만원 미만,/upload/restaurant_pics/타셴.jpg,37.582963,127.0035995
옥토버훼스트(종로점),서울특별시 종로구 종로5길 13 삼공빌딩,02-738-8881,2만원-3만원,/upload/restaurant_pics/옥토버훼스트(종로점).jpg,37.5710424,126.9805261
낙원역,서울특별시 종로구 수표로28길 33-5,02-763-8214,만원 미만,/upload/restaurant_pics/낙원역.jpg,37.5733696,126.9900699
취천루,서울특별시 종로구 자하문로7길 9,02-6221-8249,만원 미만,/upload/restaurant_pics/취천루.jpg,37.5782719,126.9710416
푼크툼,서울특별시 종로구 필운대로 31,02-730-1009,만원-2만원,/upload/restaurant_pics/푼크툼.jpg,37.578803,126.9688163
앵글340,서울특별시 종로구 청계천로 155 3F,02-2268-0340,만원 미만,/upload/restaurant_pics/앵글340.jpg,37.5687852,126.9947666
커피투어(경복궁점),서울특별시 종로구 자하문로 1,02-733-0407,만원 미만,/upload/restaurant_pics/커피투어(경복궁점).jpg,37.57632117,126.97227837
부쿠,서울특별시 종로구 인사동길 49,070-7014-0167,만원 미만,/upload/restaurant_pics/부쿠.jpg,37.5744473,126.9840507
교대이층집(종로점),서울특별시 종로구 삼일대로19길 16 덕흥빌딩 2F,02-732-8188,만원-2만원,/upload/restaurant_pics/교대이층집(종로점).jpg,37.5696671,126.9867685
도스타코스(성균관대점),서울특별시 종로구 창경궁로29길 5 1F,02-3676-3358,만원 미만,/upload/restaurant_pics/도스타코스(성균관대점).jpg,37.58321882,126.99826101
최부자보쌈,서울특별시 종로구 수표로20길 22,02-2272-4726,만원-2만원,/upload/restaurant_pics/최부자보쌈.jpg,37.5698967,126.9908371
사이공(르메이에르종로타운점),서울특별시 종로구 종로 19 르메이에르종로타운 1F,02-730-6668,만원 미만,/upload/restaurant_pics/사이공(르메이에르종로타운점).jpg,37.57111948,126.98009134
북촌해물,서울특별시 종로구 북촌로5길 10,02-737-0205,,/upload/restaurant_pics/북촌해물.jpg,37.5790657,126.9848384
슈가스컬,서울특별시 종로구 우정국로2길 29 8F,0507-1442-8704,만원-2만원,/upload/restaurant_pics/슈가스컬.jpg,37.5696779,126.9847251
소고산제일루(광화문점),서울특별시 종로구 종로5길 7 Tower 8 102호,02-6226-8286,3만원-4만원,/upload/restaurant_pics/소고산제일루(광화문점).jpg,37.5707034,126.9806038
모던김밥,서울특별시 종로구 자하문로2길 10,02-739-4930,만원 미만,/upload/restaurant_pics/모던김밥.jpg,37.57642746,126.97322845
후와후와(광화문점),서울특별시 종로구 종로3길 17 D타워 5F,02-2251-8585,만원 미만,/upload/restaurant_pics/후와후와(광화문점).jpg,37.5709959,126.9789145
송추가마골인어반(광화문점),서울특별시 종로구 새문안로5길 31 센터포인트빌딩 2F,02-6031-6210,만원-2만원,/upload/restaurant_pics/송추가마골인어반(광화문점).jpg,37.57308696,126.97448488
익선주택,서울특별시 종로구 수표로28길 17-33,02-747-9208,만원 미만,/upload/restaurant_pics/익선주택.jpg,37.5736234,126.9894418
